orderid,menuid,type,size
777,10,entree,
777,11,entree,
777,13,side,
777,14,side,
778,0,entree,
778,10,entree,
778,8,entree,
778,12,side,
778,13,side,
779,2,entree,
779,100,entree,
779,14,side,
780,2,entree,
780,8,entree,
780,9,entree,
780,13,side,
780,14,side,
781,28,drink,small
782,24,drink,medium
783,2,entree,
783,13,side,
784,36,bottle,
785,19,drink,medium
786,10,entree,
786,12,side,
787,36,bottle,
788,1,a la carte,medium
789,11,entree,
789,15,side,
790,10,entree,
790,12,side,
791,5,entree,
791,13,side,
792,17,appetizer,
793,10,entree,
793,12,side,
794,1,entree,
794,11,entree,
794,10,entree,
794,14,side,
794,15,side,
795,8,a la carte,medium
796,5,entree,
796,12,side,
797,11,a la carte,large
798,11,entree,
798,9,entree,
798,14,side,
799,6,entree,
799,100,entree,
799,3,entree,
799,14,side,
799,12,side,
800,6,entree,
800,11,entree,
800,14,side,
801,36,bottle,
802,23,drink,medium
803,10,entree,
803,100,entree,
803,12,side,
804,0,entree,
804,4,entree,
804,5,entree,
804,15,side,
805,17,appetizer,
806,10,entree,
806,6,entree,
806,14,side,
807,16,appetizer,
808,8,a la carte,small
809,5,entree,
809,14,side,
810,16,appetizer,
811,35,bottle,
812,35,bottle,
813,9,entree,
813,4,entree,
813,15,side,
814,36,bottle,
815,37,bottle,
816,0,entree,
816,4,entree,
816,13,side,
817,35,bottle,
818,5,entree,
818,1,entree,
818,14,side,
819,21,drink,medium
820,29,drink,small
821,13,a la carte,large
822,6,entree,
822,0,entree,
822,14,side,
823,6,entree,
823,9,entree,
823,11,entree,
823,14,side,
824,30,drink,small
825,4,entree,
825,6,entree,
825,4,entree,
825,12,side,
826,10,entree,
826,3,entree,
826,13,side,
827,6,entree,
827,12,side,
828,34,drink,large
829,36,bottle,
830,18,appetizer,
831,100,entree,
831,2,entree,
831,15,side,
832,100,entree,
832,11,entree,
832,5,entree,
832,12,side,
833,17,appetizer,
834,11,entree,
834,9,entree,
834,7,entree,
834,13,side,
834,12,side,
835,8,a la carte,small
836,6,a la carte,large
837,6,entree,
837,2,entree,
837,4,entree,
837,12,side,
838,9,entree,
838,11,entree,
838,15,side,
839,28,drink,medium
840,1,a la carte,large
841,9,a la carte,large
842,33,drink,medium
843,0,entree,
843,2,entree,
843,10,entree,
843,14,side,
843,15,side,
844,32,drink,small
845,17,appetizer,
846,7,entree,
846,1,entree,
846,11,entree,
846,15,side,
846,14,side,
847,4,a la carte,large
848,0,a la carte,large
849,1,entree,
849,13,side,
850,17,appetizer,
851,34,drink,medium
852,9,entree,
852,11,entree,
852,13,side,
853,7,a la carte,medium
854,19,drink,medium
855,16,appetizer,
856,3,entree,
856,5,entree,
856,5,entree,
856,14,side,
856,15,side,
857,36,bottle,
858,2,entree,
858,0,entree,
858,15,side,
859,7,entree,
859,0,entree,
859,9,entree,
859,15,side,
860,5,a la carte,large
861,23,drink,large
862,2,entree,
862,5,entree,
862,100,entree,
862,13,side,
863,16,appetizer,
864,16,appetizer,
865,100,entree,
865,13,side,
866,4,entree,
866,9,entree,
866,15,side,
867,25,drink,medium
868,18,appetizer,
869,8,entree,
869,12,side,
870,11,a la carte,large
871,16,appetizer,
872,7,entree,
872,13,side,
873,2,entree,
873,7,entree,
873,15,side,
874,22,drink,large
875,7,a la carte,large
876,7,entree,
876,0,entree,
876,1,entree,
876,14,side,
876,15,side,
877,16,appetizer,
878,7,entree,
878,7,entree,
878,15,side,
879,1,entree,
879,2,entree,
879,2,entree,
879,15,side,
880,37,bottle,
881,20,drink,small
882,37,bottle,
883,10,entree,
883,15,side,
884,3,entree,
884,100,entree,
884,14,side,
885,11,entree,
885,14,side,
886,18,appetizer,
887,11,entree,
887,10,entree,
887,100,entree,
887,14,side,
887,14,side,
888,1,a la carte,small
889,0,entree,
889,14,side,
890,11,a la carte,large
891,8,entree,
891,9,entree,
891,12,side,
892,8,entree,
892,5,entree,
892,4,entree,
892,15,side,
892,14,side,
893,10,entree,
893,4,entree,
893,7,entree,
893,12,side,
893,14,side,
894,11,entree,
894,8,entree,
894,4,entree,
894,15,side,
894,14,side,
895,16,appetizer,
896,4,entree,
896,10,entree,
896,15,side,
897,2,entree,
897,8,entree,
897,8,entree,
897,12,side,
898,1,entree,
898,6,entree,
898,15,side,
899,18,appetizer,
900,1,entree,
900,14,side,
901,37,bottle,
902,36,bottle,
903,11,entree,
903,9,entree,
903,14,side,
904,34,drink,medium
905,20,drink,large
906,37,bottle,
907,30,drink,large
908,36,bottle,
909,37,bottle,
910,13,a la carte,medium
911,0,a la carte,small
912,1,a la carte,large
913,15,a la carte,large
914,23,drink,large
915,16,appetizer,
916,2,entree,
916,3,entree,
916,4,entree,
916,14,side,
916,12,side,
917,16,appetizer,
918,8,entree,
918,3,entree,
918,12,side,
919,35,bottle,
920,12,a la carte,medium
921,11,entree,
921,10,entree,
921,5,entree,
921,13,side,
921,15,side,
922,18,appetizer,
923,10,entree,
923,6,entree,
923,12,side,
924,3,entree,
924,13,side,
925,16,appetizer,
926,16,appetizer,
927,37,bottle,
928,23,drink,small
929,37,bottle,
930,7,entree,
930,1,entree,
930,14,side,
931,0,a la carte,small
932,37,bottle,
933,36,bottle,
934,8,entree,
934,14,side,
935,7,entree,
935,9,entree,
935,12,side,
936,0,entree,
936,8,entree,
936,0,entree,
936,15,side,
936,14,side,
937,18,appetizer,
938,10,entree,
938,9,entree,
938,2,entree,
938,14,side,
938,15,side,
939,10,entree,
939,8,entree,
939,5,entree,
939,15,side,
939,12,side,
940,35,bottle,
941,6,entree,
941,14,side,
942,18,appetizer,
943,16,appetizer,
944,9,entree,
944,12,side,
945,16,appetizer,
946,16,appetizer,
947,1,entree,
947,12,side,
948,27,drink,small
949,100,entree,
949,4,entree,
949,0,entree,
949,12,side,
950,11,entree,
950,9,entree,
950,13,side,
951,13,a la carte,medium
952,3,entree,
952,3,entree,
952,1,entree,
952,15,side,
953,36,bottle,
954,7,a la carte,small
955,6,entree,
955,3,entree,
955,15,side,
956,8,entree,
956,10,entree,
956,100,entree,
956,12,side,
956,15,side,
957,17,appetizer,
958,7,a la carte,medium
959,11,a la carte,small
960,16,appetizer,
961,16,appetizer,
962,3,a la carte,small
963,0,entree,
963,8,entree,
963,12,side,
964,11,entree,
964,7,entree,
964,14,side,
965,17,appetizer,
966,8,entree,
966,9,entree,
966,3,entree,
966,15,side,
967,36,bottle,
968,0,entree,
968,11,entree,
968,5,entree,
968,14,side,
969,2,entree,
969,1,entree,
969,100,entree,
969,15,side,
969,12,side,
970,100,entree,
970,0,entree,
970,8,entree,
970,12,side,
970,13,side,
971,7,entree,
971,4,entree,
971,6,entree,
971,13,side,
971,15,side,
972,9,entree,
972,8,entree,
972,2,entree,
972,13,side,
973,100,entree,
973,4,entree,
973,100,entree,
973,15,side,
974,3,entree,
974,10,entree,
974,2,entree,
974,15,side,
975,37,bottle,
976,1,entree,
976,9,entree,
976,8,entree,
976,14,side,
977,31,drink,medium
978,16,appetizer,
979,6,entree,
979,2,entree,
979,1,entree,
979,14,side,
979,14,side,
980,5,entree,
980,11,entree,
980,11,entree,
980,13,side,
980,14,side,
981,34,drink,small
982,27,drink,small
983,100,entree,
983,11,entree,
983,12,side,
984,2,entree,
984,0,entree,
984,5,entree,
984,15,side,
985,16,appetizer,
986,100,entree,
986,3,entree,
986,7,entree,
986,14,side,
986,14,side,
987,33,drink,medium
988,18,appetizer,
989,6,entree,
989,100,entree,
989,14,side,
990,16,appetizer,
991,3,entree,
991,5,entree,
991,3,entree,
991,13,side,
991,12,side,
992,5,entree,
992,7,entree,
992,13,side,
993,25,drink,large
994,21,drink,medium
995,25,drink,large
996,0,entree,
996,11,entree,
996,2,entree,
996,15,side,
997,7,entree,
997,13,side,
998,8,entree,
998,1,entree,
998,5,entree,
998,14,side,
999,3,entree,
999,10,entree,
999,14,side,
1000,37,bottle,
1001,36,bottle,
1002,0,entree,
1002,13,side,
1003,2,entree,
1003,13,side,
1004,6,entree,
1004,1,entree,
1004,4,entree,
1004,12,side,
1004,12,side,
1005,3,entree,
1005,4,entree,
1005,2,entree,
1005,13,side,
1005,12,side,
1006,36,bottle,
1007,3,a la carte,medium
1008,6,entree,
1008,8,entree,
1008,14,side,
1009,5,a la carte,large
1010,6,a la carte,large
1011,0,entree,
1011,14,side,
1012,0,entree,
1012,1,entree,
1012,0,entree,
1012,14,side,
1012,12,side,
1013,11,entree,
1013,15,side,
1014,7,entree,
1014,8,entree,
1014,12,side,
1015,37,bottle,
1016,9,entree,
1016,6,entree,
1016,8,entree,
1016,12,side,
1017,37,bottle,
1018,1,a la carte,medium
1019,9,entree,
1019,3,entree,
1019,1,entree,
1019,13,side,
1019,12,side,
1020,7,entree,
1020,10,entree,
1020,2,entree,
1020,12,side,
1020,12,side,
1021,0,entree,
1021,14,side,
1022,7,entree,
1022,9,entree,
1022,10,entree,
1022,12,side,
1022,15,side,
1023,37,bottle,
1024,9,entree,
1024,7,entree,
1024,15,side,
1025,37,bottle,
1026,37,bottle,
1027,9,a la carte,medium
1028,10,entree,
1028,0,entree,
1028,10,entree,
1028,15,side,
1029,5,entree,
1029,14,side,
1030,30,drink,large
1031,18,appetizer,
1032,29,drink,small
1033,100,entree,
1033,100,entree,
1033,12,side,
1034,2,entree,
1034,0,entree,
1034,7,entree,
1034,13,side,
1035,4,entree,
1035,9,entree,
1035,7,entree,
1035,14,side,
1036,0,entree,
1036,100,entree,
1036,3,entree,
1036,12,side,
1037,5,entree,
1037,2,entree,
1037,4,entree,
1037,14,side,
1038,2,entree,
1038,14,side,
1039,34,drink,large
1040,7,entree,
1040,1,entree,
1040,4,entree,
1040,12,side,
1041,8,entree,
1041,2,entree,
1041,5,entree,
1041,13,side,
1042,8,a la carte,small
1043,36,bottle,
1044,6,entree,
1044,11,entree,
1044,12,side,
1045,11,entree,
1045,10,entree,
1045,3,entree,
1045,14,side,
1046,18,appetizer,
1047,22,drink,medium
1048,36,bottle,
1049,4,a la carte,small
1050,9,entree,
1050,2,entree,
1050,8,entree,
1050,13,side,
1050,13,side,
1051,5,entree,
1051,11,entree,
1051,13,side,
1052,18,appetizer,
1053,36,bottle,
1054,3,entree,
1054,9,entree,
1054,14,side,
1055,4,a la carte,small
1056,18,appetizer,
1057,16,appetizer,
1058,31,drink,small
1059,36,bottle,
1060,10,entree,
1060,7,entree,
1060,1,entree,
1060,12,side,
1060,13,side,
1061,22,drink,medium
1062,31,drink,medium
1063,100,entree,
1063,7,entree,
1063,3,entree,
1063,13,side,
1063,14,side,
1064,37,bottle,
1065,10,a la carte,small
1066,11,entree,
1066,11,entree,
1066,1,entree,
1066,13,side,
1067,4,entree,
1067,14,side,
1068,11,entree,
1068,6,entree,
1068,0,entree,
1068,12,side,
1069,4,entree,
1069,13,side,
1070,5,entree,
1070,100,entree,
1070,11,entree,
1070,15,side,
1070,13,side,
1071,5,entree,
1071,7,entree,
1071,1,entree,
1071,14,side,
1072,14,a la carte,medium
1073,2,a la carte,medium
1074,24,drink,medium
1075,2,entree,
1075,3,entree,
1075,15,side,
1076,100,a la carte,small
1077,5,a la carte,small
1078,100,entree,
1078,8,entree,
1078,14,side,
1079,36,bottle,
1080,36,bottle,
1081,0,entree,
1081,7,entree,
1081,6,entree,
1081,13,side,
1082,18,appetizer,
1083,29,drink,small
1084,0,entree,
1084,13,side,
1085,4,a la carte,small
1086,37,bottle,
1087,16,appetizer,
1088,11,a la carte,small
1089,36,bottle,
1090,26,drink,small
1091,19,drink,large
1092,4,entree,
1092,9,entree,
1092,13,side,
1093,7,entree,
1093,5,entree,
1093,5,entree,
1093,15,side,
1094,6,entree,
1094,100,entree,
1094,11,entree,
1094,12,side,
1095,36,bottle,
1096,30,drink,medium
1097,17,appetizer,
1098,100,entree,
1098,11,entree,
1098,4,entree,
1098,14,side,
1099,8,entree,
1099,4,entree,
1099,0,entree,
1099,15,side,
1100,11,entree,
1100,3,entree,
1100,6,entree,
1100,15,side,
1101,4,entree,
1101,1,entree,
1101,3,entree,
1101,12,side,
1101,12,side,
1102,34,drink,large
1103,16,appetizer,
1104,35,bottle,
1105,11,entree,
1105,2,entree,
1105,100,entree,
1105,12,side,
1106,2,entree,
1106,8,entree,
1106,0,entree,
1106,14,side,
1106,13,side,
1107,35,bottle,
1108,0,entree,
1108,14,side,
1109,2,entree,
1109,8,entree,
1109,8,entree,
1109,14,side,
1109,14,side,
1110,7,entree,
1110,100,entree,
1110,13,side,
1111,17,appetizer,
1112,37,bottle,
1113,17,appetizer,
1114,36,bottle,
1115,100,entree,
1115,3,entree,
1115,15,side,
1116,17,appetizer,
1117,6,entree,
1117,9,entree,
1117,8,entree,
1117,12,side,
1118,6,entree,
1118,12,side,
1119,5,entree,
1119,15,side,
1120,4,entree,
1120,12,side,
1121,11,entree,
1121,8,entree,
1121,12,side,
1122,31,drink,large
1123,16,appetizer,
1124,36,bottle,
1125,17,appetizer,
1126,3,entree,
1126,7,entree,
1126,11,entree,
1126,15,side,
1127,17,appetizer,
1128,8,entree,
1128,11,entree,
1128,15,side,
1129,4,a la carte,large
1130,0,entree,
1130,2,entree,
1130,15,side,
1131,3,entree,
1131,10,entree,
1131,1,entree,
1131,12,side,
1131,14,side,
1132,18,appetizer,
1133,36,bottle,
1134,17,appetizer,
1135,5,entree,
1135,4,entree,
1135,14,side,
1136,10,a la carte,small
1137,5,entree,
1137,8,entree,
1137,15,side,
1138,36,bottle,
1139,16,appetizer,
1140,11,entree,
1140,0,entree,
1140,10,entree,
1140,14,side,
1140,15,side,
1141,17,appetizer,
1142,36,bottle,
1143,37,bottle,
1144,20,drink,small
1145,9,entree,
1145,2,entree,
1145,2,entree,
1145,14,side,
1145,13,side,
1146,11,entree,
1146,8,entree,
1146,5,entree,
1146,12,side,
1146,14,side,
1147,4,entree,
1147,14,side,
1148,2,a la carte,large
1149,0,entree,
1149,100,entree,
1149,2,entree,
1149,12,side,
1150,29,drink,large
1151,9,entree,
1151,4,entree,
1151,15,side,
1152,9,entree,
1152,10,entree,
1152,13,side,
1153,28,drink,large
1154,5,entree,
1154,8,entree,
1154,2,entree,
1154,15,side,
1155,11,entree,
1155,0,entree,
1155,11,entree,
1155,15,side,
1156,35,bottle,
1157,18,appetizer,
1158,28,drink,large
1159,20,drink,small
1160,8,entree,
1160,3,entree,
1160,2,entree,
1160,13,side,
1160,14,side,
1161,5,a la carte,large
1162,11,entree,
1162,15,side,
1163,100,a la carte,small
1164,31,drink,large
1165,2,entree,
1165,7,entree,
1165,9,entree,
1165,15,side,
1165,12,side,
1166,35,bottle,
1167,5,entree,
1167,8,entree,
1167,13,side,
1168,3,entree,
1168,7,entree,
1168,6,entree,
1168,12,side,
1168,15,side,
1169,5,entree,
1169,15,side,
1170,9,entree,
1170,1,entree,
1170,0,entree,
1170,15,side,
1171,1,entree,
1171,2,entree,
1171,6,entree,
1171,12,side,
1171,12,side,
1172,17,appetizer,
1173,35,bottle,
1174,20,drink,small
1175,11,entree,
1175,9,entree,
1175,14,side,
1176,10,a la carte,large
1177,3,entree,
1177,14,side,
1178,37,bottle,
1179,1,a la carte,medium
1180,17,appetizer,
1181,7,entree,
1181,12,side,
1182,100,entree,
1182,100,entree,
1182,3,entree,
1182,13,side,
1182,13,side,
1183,35,bottle,
1184,9,entree,
1184,0,entree,
1184,12,side,
1185,18,appetizer,
1186,2,entree,
1186,8,entree,
1186,10,entree,
1186,12,side,
1186,13,side,
1187,7,entree,
1187,5,entree,
1187,7,entree,
1187,15,side,
1188,10,a la carte,small
1189,16,appetizer,
1190,34,drink,small
1191,10,entree,
1191,8,entree,
1191,9,entree,
1191,12,side,
1192,100,entree,
1192,10,entree,
1192,5,entree,
1192,12,side,
1192,13,side,
1193,6,entree,
1193,13,side,
1194,17,appetizer,
1195,11,a la carte,small
1196,11,a la carte,small
1197,2,entree,
1197,8,entree,
1197,100,entree,
1197,15,side,
1197,15,side,
1198,4,entree,
1198,11,entree,
1198,3,entree,
1198,13,side,
1198,13,side,
1199,0,entree,
1199,11,entree,
1199,7,entree,
1199,15,side,
1200,8,entree,
1200,3,entree,
1200,15,side,
1201,9,entree,
1201,4,entree,
1201,12,side,
1202,8,entree,
1202,8,entree,
1202,1,entree,
1202,12,side,
1202,13,side,
1203,9,entree,
1203,13,side,
1204,21,drink,large
1205,1,entree,
1205,12,side,
1206,6,entree,
1206,1,entree,
1206,1,entree,
1206,14,side,
1207,37,bottle,
1208,2,entree,
1208,100,entree,
1208,3,entree,
1208,12,side,
1208,14,side,
1209,0,entree,
1209,12,side,
1210,3,entree,
1210,11,entree,
1210,11,entree,
1210,14,side,
1211,2,entree,
1211,10,entree,
1211,3,entree,
1211,13,side,
1212,8,entree,
1212,5,entree,
1212,7,entree,
1212,15,side,
1212,14,side,
1213,7,entree,
1213,0,entree,
1213,12,side,
1214,29,drink,small
1215,0,entree,
1215,12,side,
1216,100,entree,
1216,7,entree,
1216,6,entree,
1216,15,side,
1217,36,bottle,
1218,10,entree,
1218,3,entree,
1218,9,entree,
1218,13,side,
1218,14,side,
1219,5,a la carte,large
1220,2,a la carte,medium
1221,2,entree,
1221,10,entree,
1221,5,entree,
1221,13,side,
1221,15,side,
1222,6,entree,
1222,11,entree,
1222,10,entree,
1222,13,side,
1222,13,side,
1223,30,drink,large
1224,17,appetizer,
1225,11,entree,
1225,3,entree,
1225,7,entree,
1225,14,side,
1225,12,side,
1226,0,a la carte,small
1227,2,entree,
1227,3,entree,
1227,13,side,
1228,1,entree,
1228,8,entree,
1228,2,entree,
1228,15,side,
1229,17,appetizer,
1230,18,appetizer,
1231,23,drink,small
1232,36,bottle,
1233,7,entree,
1233,3,entree,
1233,10,entree,
1233,12,side,
1233,12,side,
1234,9,entree,
1234,5,entree,
1234,9,entree,
1234,15,side,
1235,32,drink,large
1236,11,entree,
1236,5,entree,
1236,10,entree,
1236,14,side,
1237,100,entree,
1237,1,entree,
1237,6,entree,
1237,15,side,
1237,14,side,
1238,16,appetizer,
1239,18,appetizer,
1240,7,a la carte,medium
1241,29,drink,large
1242,11,entree,
1242,0,entree,
1242,15,side,
1243,37,bottle,
1244,36,bottle,
1245,3,entree,
1245,7,entree,
1245,14,side,
1246,5,entree,
1246,14,side,
1247,10,entree,
1247,7,entree,
1247,9,entree,
1247,14,side,
1247,15,side,
1248,10,entree,
1248,14,side,
1249,3,entree,
1249,11,entree,
1249,1,entree,
1249,15,side,
1249,12,side,
1250,4,entree,
1250,15,side,
1251,5,entree,
1251,14,side,
1252,3,entree,
1252,7,entree,
1252,6,entree,
1252,12,side,
1253,0,entree,
1253,7,entree,
1253,1,entree,
1253,15,side,
1253,14,side,
1254,10,entree,
1254,13,side,
1255,4,entree,
1255,3,entree,
1255,5,entree,
1255,14,side,
1256,11,entree,
1256,9,entree,
1256,1,entree,
1256,13,side,
1256,15,side,
1257,3,entree,
1257,8,entree,
1257,14,side,
1258,17,appetizer,
1259,5,entree,
1259,5,entree,
1259,100,entree,
1259,15,side,
1260,10,entree,
1260,9,entree,
1260,1,entree,
1260,13,side,
1261,17,appetizer,
1262,36,bottle,
1263,7,entree,
1263,7,entree,
1263,3,entree,
1263,14,side,
1263,12,side,
1264,37,bottle,
1265,18,appetizer,
1266,10,entree,
1266,11,entree,
1266,4,entree,
1266,15,side,
1266,12,side,
1267,25,drink,small
1268,5,entree,
1268,13,side,
1269,17,appetizer,
1270,17,appetizer,
1271,16,appetizer,
1272,34,drink,large
1273,35,bottle,
1274,11,entree,
1274,0,entree,
1274,12,side,
1275,10,entree,
1275,12,side,
1276,23,drink,small
1277,34,drink,medium
1278,4,entree,
1278,13,side,
1279,3,entree,
1279,11,entree,
1279,0,entree,
1279,12,side,
1279,15,side,
1280,26,drink,small
1281,31,drink,small
1282,17,appetizer,
1283,17,appetizer,
1284,1,a la carte,large
1285,16,appetizer,
1286,1,entree,
1286,15,side,
1287,24,drink,medium
1288,11,entree,
1288,1,entree,
1288,2,entree,
1288,12,side,
1289,2,entree,
1289,0,entree,
1289,11,entree,
1289,15,side,
1290,18,appetizer,
1291,11,entree,
1291,6,entree,
1291,7,entree,
1291,12,side,
1292,18,appetizer,
1293,7,a la carte,small
1294,2,entree,
1294,100,entree,
1294,7,entree,
1294,14,side,
1295,1,entree,
1295,3,entree,
1295,4,entree,
1295,14,side,
1296,18,appetizer,
1297,7,entree,
1297,0,entree,
1297,100,entree,
1297,15,side,
1297,12,side,
1298,36,bottle,
1299,3,entree,
1299,0,entree,
1299,4,entree,
1299,14,side,
1300,9,entree,
1300,8,entree,
1300,0,entree,
1300,15,side,
1301,17,appetizer,
1302,4,entree,
1302,2,entree,
1302,7,entree,
1302,13,side,
1302,14,side,
1303,35,bottle,
1304,3,entree,
1304,13,side,
1305,4,entree,
1305,100,entree,
1305,2,entree,
1305,15,side,
1306,13,a la carte,large
1307,10,entree,
1307,4,entree,
1307,12,side,
1308,5,entree,
1308,8,entree,
1308,5,entree,
1308,15,side,
1309,2,entree,
1309,15,side,
1310,0,entree,
1310,7,entree,
1310,11,entree,
1310,14,side,
1311,30,drink,medium
1312,2,a la carte,large
1313,30,drink,medium
1314,19,drink,small
1315,4,entree,
1315,4,entree,
1315,6,entree,
1315,13,side,
1316,6,entree,
1316,15,side,
1317,31,drink,large
1318,10,a la carte,large
1319,34,drink,small
1320,35,bottle,
1321,3,a la carte,medium
1322,11,a la carte,small
1323,35,bottle,
1324,4,entree,
1324,15,side,
1325,5,entree,
1325,15,side,
1326,3,entree,
1326,8,entree,
1326,0,entree,
1326,14,side,
1327,37,bottle,
1328,14,a la carte,medium
1329,15,a la carte,large
1330,37,bottle,
1331,14,a la carte,large
1332,20,drink,small
1333,0,entree,
1333,13,side,
1334,17,appetizer,
