transactionid,itemid,orderid
697,13,2140
697,4,2141
697,1,2142
697,2,2143
698,3,2144
698,1,2145
698,3,2146
698,3,2147
699,12,2148
699,4,2149
699,6,2150
699,1,2151
700,6,2152
701,4,2153
701,3,2154
702,11,2155
702,11,2156
702,1,2157
702,4,2158
703,6,2159
703,3,2160
703,13,2161
703,6,2162
704,2,2163
704,13,2164
704,13,2165
704,2,2166
704,6,2167
705,11,2168
705,1,2169
705,2,2170
705,13,2171
706,4,2172
706,12,2173
707,6,2174
707,6,2175
707,6,2176
707,6,2177
707,6,2178
708,6,2179
708,4,2180
708,1,2181
708,3,2182
709,3,2183
710,6,2184
710,2,2185
710,1,2186
710,6,2187
711,2,2188
711,13,2189
711,13,2190
711,6,2191
712,13,2192
712,3,2193
713,1,2194
713,11,2195
713,4,2196
714,12,2197
714,13,2198
714,13,2199
715,6,2200
715,11,2201
715,4,2202
715,2,2203
716,4,2204
716,6,2205
716,4,2206
717,13,2207
717,11,2208
717,4,2209
717,4,2210
717,11,2211
718,3,2212
719,13,2213
719,2,2214
719,4,2215
719,3,2216
720,13,2217
720,13,2218
720,6,2219
720,4,2220
721,12,2221
722,2,2222
722,11,2223
722,11,2224
723,12,2225
724,12,2226
724,12,2227
724,4,2228
724,12,2229
725,11,2230
726,13,2231
726,13,2232
726,3,2233
726,13,2234
726,4,2235
727,4,2236
727,1,2237
727,12,2238
727,4,2239
727,12,2240
728,6,2241
728,13,2242
728,13,2243
728,13,2244
729,2,2245
729,2,2246
729,3,2247
729,11,2248
730,13,2249
730,13,2250
730,4,2251
730,13,2252
730,12,2253
731,12,2254
732,2,2255
733,6,2256
733,1,2257
733,2,2258
733,11,2259
734,3,2260
734,2,2261
734,6,2262
735,12,2263
735,12,2264
735,13,2265
735,4,2266
736,3,2267
736,12,2268
736,1,2269
736,2,2270
736,13,2271
737,6,2272
737,12,2273
737,11,2274
738,3,2275
738,3,2276
739,4,2277
739,2,2278
739,13,2279
739,6,2280
740,13,2281
741,6,2282
741,11,2283
741,4,2284
741,4,2285
742,4,2286
742,1,2287
743,12,2288
743,6,2289
743,2,2290
743,1,2291
744,12,2292
745,4,2293
745,2,2294
745,12,2295
745,4,2296
746,13,2297
746,3,2298
746,11,2299
747,12,2300
748,12,2301
748,13,2302
748,2,2303
749,3,2304
749,12,2305
750,1,2306
750,3,2307
750,6,2308
750,13,2309
750,3,2310
751,2,2311
751,1,2312
751,11,2313
751,3,2314
752,4,2315
752,11,2316
753,2,2317
753,1,2318
753,4,2319
754,2,2320
754,11,2321
754,3,2322
754,3,2323
754,13,2324
755,3,2325
755,13,2326
756,12,2327
756,1,2328
756,6,2329
756,13,2330
757,1,2331
757,2,2332
758,4,2333
758,4,2334
759,13,2335
760,12,2336
760,3,2337
760,2,2338
761,3,2339
761,3,2340
762,4,2341
762,3,2342
763,12,2343
763,12,2344
764,11,2345
765,6,2346
765,2,2347
765,11,2348
765,2,2349
766,1,2350
766,13,2351
767,11,2352
767,3,2353
767,13,2354
767,2,2355
767,3,2356
768,6,2357
768,2,2358
768,4,2359
768,6,2360
768,3,2361
769,1,2362
769,13,2363
770,13,2364
771,3,2365
771,6,2366
771,13,2367
771,12,2368
772,4,2369
773,13,2370
773,1,2371
773,2,2372
774,2,2373
774,2,2374
774,3,2375
775,12,2376
776,12,2377
776,2,2378
776,12,2379
776,3,2380
776,6,2381
777,6,2382
778,12,2383
778,13,2384
779,11,2385
779,1,2386
779,4,2387
779,2,2388
780,4,2389
780,13,2390
780,12,2391
780,13,2392
780,2,2393
781,2,2394
781,6,2395
781,2,2396
782,11,2397
783,3,2398
783,1,2399
783,12,2400
783,2,2401
783,13,2402
784,6,2403
784,1,2404
784,1,2405
784,11,2406
784,13,2407
785,6,2408
785,4,2409
786,1,2410
786,1,2411
786,4,2412
786,6,2413
786,2,2414
787,6,2415
788,11,2416
788,6,2417
788,11,2418
788,4,2419
789,2,2420
790,6,2421
790,13,2422
790,12,2423
790,1,2424
790,13,2425
791,6,2426
791,6,2427
791,3,2428
791,13,2429
791,4,2430
792,6,2431
792,11,2432
793,12,2433
793,1,2434
794,11,2435
794,3,2436
794,3,2437
795,11,2438
795,6,2439
796,6,2440
796,1,2441
796,4,2442
797,1,2443
797,2,2444
797,11,2445
798,1,2446
799,6,2447
799,3,2448
800,6,2449
800,11,2450
801,11,2451
801,6,2452
801,12,2453
802,3,2454
803,1,2455
803,2,2456
803,12,2457
803,6,2458
804,11,2459
805,6,2460
805,12,2461
806,1,2462
806,12,2463
806,11,2464
807,11,2465
807,2,2466
807,12,2467
808,4,2468
808,2,2469
808,13,2470
809,2,2471
809,11,2472
809,3,2473
809,2,2474
810,2,2475
810,11,2476
810,6,2477
811,3,2478
811,13,2479
811,3,2480
811,3,2481
811,2,2482
812,11,2483
812,13,2484
812,6,2485
812,12,2486
812,2,2487
813,3,2488
813,1,2489
813,1,2490
813,12,2491
813,6,2492
814,13,2493
814,3,2494
815,13,2495
815,11,2496
815,11,2497
815,6,2498
815,6,2499
816,12,2500
816,6,2501
816,4,2502
816,4,2503
817,2,2504
817,1,2505
817,12,2506
817,6,2507
817,4,2508
818,1,2509
818,12,2510
818,2,2511
818,12,2512
819,11,2513
819,13,2514
820,4,2515
820,1,2516
821,3,2517
821,13,2518
822,1,2519
822,1,2520
823,12,2521
823,6,2522
823,1,2523
823,13,2524
824,13,2525
824,6,2526
824,11,2527
824,4,2528
824,3,2529
825,12,2530
825,6,2531
825,12,2532
825,2,2533
826,12,2534
827,1,2535
827,2,2536
828,13,2537
828,11,2538
828,12,2539
828,1,2540
828,3,2541
829,4,2542
829,2,2543
829,12,2544
829,11,2545
830,4,2546
831,1,2547
831,4,2548
831,4,2549
831,1,2550
832,3,2551
832,13,2552
832,2,2553
832,6,2554
833,2,2555
833,4,2556
833,6,2557
834,2,2558
834,12,2559
834,4,2560
835,6,2561
835,4,2562
836,12,2563
836,6,2564
837,11,2565
838,11,2566
838,4,2567
838,4,2568
838,6,2569
839,13,2570
839,12,2571
840,3,2572
840,3,2573
840,13,2574
840,3,2575
840,12,2576
841,1,2577
841,6,2578
841,3,2579
841,1,2580
842,12,2581
842,13,2582
842,4,2583
843,11,2584
843,1,2585
843,6,2586
843,3,2587
844,1,2588
845,2,2589
846,6,2590
846,13,2591
846,3,2592
846,3,2593
847,12,2594
847,1,2595
847,13,2596
848,1,2597
848,12,2598
848,13,2599
849,6,2600
849,2,2601
849,2,2602
850,1,2603
850,13,2604
850,6,2605
850,4,2606
850,4,2607
851,2,2608
851,12,2609
851,3,2610
851,2,2611
851,6,2612
852,11,2613
852,6,2614
852,13,2615
852,1,2616
853,12,2617
853,6,2618
854,13,2619
855,2,2620
855,4,2621
856,11,2622
856,4,2623
856,6,2624
857,6,2625
857,2,2626
857,12,2627
858,6,2628
859,6,2629
859,13,2630
859,13,2631
860,12,2632
860,4,2633
860,3,2634
861,1,2635
861,11,2636
861,12,2637
862,2,2638
863,13,2639
864,1,2640
864,1,2641
864,3,2642
865,4,2643
865,3,2644
865,4,2645
865,2,2646
865,11,2647
866,2,2648
866,11,2649
866,1,2650
866,3,2651
867,11,2652
867,6,2653
867,13,2654
867,12,2655
867,4,2656
868,4,2657
868,1,2658
868,4,2659
869,6,2660
870,1,2661
870,3,2662
870,3,2663
870,12,2664
870,11,2665
871,4,2666
871,3,2667
871,3,2668
872,12,2669
872,4,2670
872,6,2671
872,6,2672
873,13,2673
873,2,2674
873,12,2675
873,6,2676
874,12,2677
874,6,2678
875,2,2679
876,12,2680
876,3,2681
877,13,2682
877,3,2683
878,1,2684
878,6,2685
878,2,2686
878,1,2687
878,6,2688
879,3,2689
879,11,2690
880,11,2691
880,2,2692
880,6,2693
880,12,2694
881,11,2695
881,3,2696
881,11,2697
882,12,2698
882,6,2699
883,2,2700
883,13,2701
883,1,2702
883,3,2703
884,1,2704
884,11,2705
884,4,2706
884,13,2707
884,1,2708
885,11,2709
885,2,2710
885,4,2711
886,11,2712
886,2,2713
886,6,2714
887,13,2715
887,3,2716
887,2,2717
888,1,2718
888,11,2719
889,11,2720
889,6,2721
889,4,2722
889,2,2723
889,3,2724
890,13,2725
890,1,2726
890,2,2727
890,1,2728
890,4,2729
891,3,2730
892,13,2731
892,1,2732
892,11,2733
893,3,2734
893,6,2735
893,2,2736
893,11,2737
893,11,2738
894,3,2739
894,11,2740
894,3,2741
895,1,2742
895,12,2743
896,1,2744
896,11,2745
896,1,2746
896,12,2747
896,2,2748
897,12,2749
897,1,2750
897,13,2751
897,1,2752
897,2,2753
898,6,2754
898,3,2755
898,4,2756
898,6,2757
899,1,2758
900,6,2759
900,12,2760
900,3,2761
900,12,2762
900,2,2763
901,6,2764
901,1,2765
901,2,2766
901,3,2767
901,11,2768
902,11,2769
902,4,2770
902,1,2771
902,11,2772
902,3,2773
903,11,2774
903,11,2775
903,11,2776
904,4,2777
904,6,2778
905,1,2779
906,3,2780
907,3,2781
907,1,2782
907,12,2783
908,13,2784
908,4,2785
908,6,2786
909,12,2787
909,3,2788
909,2,2789
909,12,2790
910,2,2791
910,3,2792
910,6,2793
910,6,2794
910,12,2795
911,4,2796
912,3,2797
912,11,2798
913,4,2799
913,3,2800
914,1,2801
914,4,2802
914,12,2803
914,13,2804
914,6,2805
915,6,2806
915,1,2807
916,1,2808
916,12,2809
917,4,2810
917,3,2811
917,6,2812
917,4,2813
918,11,2814
918,6,2815
918,6,2816
918,2,2817
918,4,2818
919,11,2819
919,12,2820
919,11,2821
919,13,2822
920,2,2823
920,12,2824
920,13,2825
920,12,2826
920,13,2827
921,3,2828
921,12,2829
921,13,2830
921,2,2831
921,6,2832
922,3,2833
922,1,2834
922,11,2835
923,4,2836
923,3,2837
923,11,2838
923,1,2839
923,2,2840
924,1,2841
924,6,2842
924,2,2843
924,4,2844
925,3,2845
925,12,2846
925,6,2847
926,12,2848
926,6,2849
926,3,2850
927,13,2851
927,2,2852
927,13,2853
928,12,2854
929,12,2855
929,1,2856
929,3,2857
929,11,2858
929,11,2859
930,4,2860
930,2,2861
930,12,2862
931,13,2863
931,13,2864
931,4,2865
931,3,2866
932,12,2867
932,3,2868
933,1,2869
933,3,2870
933,11,2871
933,4,2872
934,6,2873
934,11,2874
935,3,2875
935,1,2876
936,13,2877
936,6,2878
937,13,2879
937,12,2880
938,6,2881
938,13,2882
939,6,2883
939,11,2884
939,1,2885
939,4,2886
939,2,2887
940,12,2888
940,1,2889
940,13,2890
940,11,2891
940,6,2892
941,4,2893
942,12,2894
943,12,2895
944,3,2896
944,12,2897
944,3,2898
944,6,2899
945,13,2900
945,13,2901
946,13,2902
946,3,2903
946,12,2904
946,13,2905
946,1,2906
947,4,2907
947,3,2908
947,1,2909
947,2,2910
947,3,2911
948,4,2912
948,3,2913
948,3,2914
948,6,2915
949,3,2916
949,1,2917
949,4,2918
949,2,2919
950,13,2920
950,4,2921
951,2,2922
952,4,2923
952,4,2924
952,13,2925
952,4,2926
952,2,2927
953,3,2928
953,11,2929
953,4,2930
953,6,2931
953,3,2932
954,13,2933
954,6,2934
955,13,2935
955,3,2936
955,12,2937
956,2,2938
956,3,2939
956,11,2940
956,3,2941
957,1,2942
957,11,2943
957,6,2944
958,12,2945
958,6,2946
959,11,2947
959,1,2948
960,1,2949
960,1,2950
960,2,2951
960,2,2952
960,6,2953
961,6,2954
961,4,2955
961,4,2956
961,12,2957
962,2,2958
962,12,2959
963,13,2960
963,3,2961
964,11,2962
964,6,2963
964,13,2964
965,13,2965
965,1,2966
965,6,2967
965,2,2968
966,3,2969
966,6,2970
966,4,2971
966,12,2972
966,2,2973
967,1,2974
968,4,2975
968,2,2976
969,11,2977
969,6,2978
969,13,2979
970,13,2980
970,13,2981
970,2,2982
971,13,2983
971,2,2984
971,6,2985
971,2,2986
972,11,2987
973,1,2988
973,12,2989
974,12,2990
974,4,2991
974,4,2992
974,13,2993
975,11,2994
975,4,2995
975,6,2996
975,4,2997
976,4,2998
976,3,2999
976,1,3000
976,11,3001
977,1,3002
977,4,3003
977,13,3004
977,1,3005
978,3,3006
978,2,3007
978,3,3008
979,12,3009
979,2,3010
979,11,3011
979,11,3012
980,1,3013
980,11,3014
980,4,3015
980,6,3016
981,3,3017
981,2,3018
981,12,3019
981,4,3020
982,2,3021
982,3,3022
982,3,3023
983,2,3024
984,2,3025
984,13,3026
985,6,3027
985,13,3028
985,6,3029
985,11,3030
986,11,3031
986,2,3032
987,4,3033
988,2,3034
988,2,3035
988,11,3036
988,4,3037
988,1,3038
989,4,3039
989,3,3040
990,4,3041
990,4,3042
991,2,3043
991,6,3044
992,1,3045
992,6,3046
993,13,3047
993,2,3048
994,4,3049
995,12,3050
996,12,3051
996,3,3052
996,2,3053
996,11,3054
997,2,3055
997,2,3056
997,3,3057
997,12,3058
998,6,3059
998,11,3060
998,12,3061
998,13,3062
999,1,3063
1000,2,3064
1001,1,3065
1001,3,3066
1001,6,3067
1002,11,3068
1002,3,3069
1002,6,3070
1002,6,3071
1002,13,3072
1003,13,3073
1003,13,3074
1003,13,3075
1004,6,3076
1004,1,3077
1004,4,3078
1005,12,3079
1005,2,3080
1006,3,3081
1006,4,3082
1006,13,3083
1006,4,3084
1007,2,3085
1007,4,3086
1007,1,3087
1007,1,3088
1008,4,3089
1008,4,3090
1008,4,3091
1008,11,3092
1008,2,3093
1009,11,3094
1009,3,3095
1009,13,3096
1010,12,3097
1010,6,3098
1010,1,3099
1011,4,3100
1011,2,3101
1011,13,3102
1011,2,3103
1011,1,3104
1012,1,3105
1012,6,3106
1013,2,3107
1013,3,3108
1013,3,3109
1014,11,3110
1014,6,3111
1014,12,3112
1014,11,3113
1014,1,3114
1015,4,3115
1015,13,3116
1015,12,3117
1015,2,3118
1016,6,3119
1016,13,3120
1016,4,3121
1016,6,3122
1016,3,3123
1017,1,3124
1017,3,3125
1018,1,3126
1018,13,3127
1018,11,3128
1019,4,3129
1019,13,3130
1019,13,3131
1020,2,3132
1021,6,3133
1021,6,3134
1021,4,3135
1021,3,3136
1022,2,3137
1023,1,3138
1023,3,3139
1023,2,3140
1023,2,3141
1023,12,3142
1024,1,3143
1024,3,3144
1024,1,3145
1024,13,3146
1025,6,3147
1026,6,3148
1027,4,3149
1028,6,3150
1029,4,3151
1029,4,3152
1030,11,3153
1030,3,3154
1030,2,3155
1030,3,3156
1030,4,3157
1031,11,3158
1032,2,3159
1033,3,3160
1033,6,3161
1033,4,3162
1033,11,3163
1033,1,3164
1034,4,3165
1034,12,3166
1034,1,3167
1034,3,3168
1035,13,3169
1035,3,3170
1035,12,3171
1035,1,3172
1035,2,3173
1036,6,3174
1036,3,3175
1036,11,3176
1036,2,3177
1036,1,3178
1037,1,3179
1037,6,3180
1037,12,3181
1038,12,3182
1038,3,3183
1038,2,3184
1038,12,3185
1038,13,3186
1039,13,3187
1039,6,3188
1039,13,3189
1039,11,3190
1040,6,3191
1040,4,3192
1040,12,3193
1040,13,3194
1040,13,3195
1041,13,3196
1042,13,3197
1042,3,3198
1042,11,3199
1043,12,3200
1043,1,3201
1043,4,3202
1043,2,3203
1044,12,3204
1045,1,3205
1045,6,3206
1045,11,3207
1046,11,3208
1047,11,3209
1047,6,3210
1047,4,3211
1047,11,3212
1047,3,3213
1048,4,3214
1048,11,3215
1048,3,3216
1048,6,3217
1049,1,3218
1049,1,3219
1049,13,3220
1049,11,3221
1050,1,3222
1050,3,3223
1050,11,3224
1050,12,3225
1051,12,3226
1051,13,3227
1051,2,3228
1052,12,3229
1052,13,3230
1052,4,3231
1052,1,3232
1052,11,3233
1053,6,3234
1053,1,3235
1053,6,3236
1053,13,3237
1053,2,3238
1054,6,3239
1054,3,3240
1054,12,3241
1054,3,3242
1054,4,3243
1055,3,3244
1055,2,3245
1055,1,3246
1055,2,3247
1055,11,3248
1056,12,3249
1056,1,3250
1056,3,3251
1056,2,3252
1056,13,3253
1057,11,3254
1058,1,3255
1059,11,3256
1060,4,3257
1060,6,3258
1060,12,3259
1060,12,3260
1061,3,3261
1061,3,3262
1061,3,3263
1062,6,3264
1063,6,3265
1063,4,3266
1063,2,3267
1063,1,3268
1063,12,3269
1064,1,3270
1064,11,3271
1064,1,3272
1064,3,3273
1064,13,3274
1065,1,3275
1066,3,3276
1066,2,3277
1067,3,3278
1067,1,3279
1068,2,3280
1068,4,3281
1068,3,3282
1069,6,3283
1069,1,3284
1070,12,3285
1070,12,3286
1070,3,3287
1070,4,3288
1070,12,3289
1071,3,3290
1071,3,3291
1071,12,3292
1071,4,3293
1072,6,3294
1072,3,3295
1072,13,3296
1072,12,3297
1072,6,3298
1073,11,3299
1074,13,3300
1075,12,3301
1075,13,3302
1076,13,3303
1076,3,3304
1076,13,3305
1076,4,3306
1076,6,3307
1077,1,3308
1077,2,3309
1077,6,3310
1077,12,3311
1078,6,3312
1078,6,3313
1078,11,3314
1078,11,3315
1079,11,3316
1079,6,3317
1079,12,3318
1079,11,3319
1079,1,3320
1080,1,3321
1081,3,3322
1081,6,3323
1081,3,3324
1082,2,3325
1082,1,3326
1083,3,3327
1083,11,3328
1083,1,3329
1083,1,3330
1084,13,3331
1084,1,3332
1085,4,3333
1086,2,3334
1086,2,3335
1086,2,3336
1086,11,3337
1087,11,3338
1087,1,3339
1087,1,3340
1087,13,3341
1087,4,3342
1088,12,3343
1089,4,3344
1089,1,3345
1089,13,3346
1090,11,3347
1090,13,3348
1091,3,3349
1091,12,3350
1091,11,3351
1092,4,3352
1092,2,3353
1092,11,3354
1092,13,3355
1092,12,3356
1093,1,3357
1094,13,3358
1095,11,3359
1095,3,3360
1096,2,3361
1096,6,3362
1096,2,3363
1097,6,3364
1098,4,3365
1098,1,3366
1099,6,3367
1099,4,3368
1099,1,3369
1099,3,3370
1099,6,3371
1100,6,3372
1100,4,3373
1100,12,3374
1100,12,3375
1100,6,3376
1101,12,3377
1101,4,3378
1102,2,3379
1102,4,3380
1103,11,3381
1103,1,3382
1103,6,3383
1103,1,3384
1104,2,3385
1104,13,3386
1104,6,3387
1105,2,3388
1105,1,3389
1105,2,3390
1106,6,3391
1106,11,3392
1106,2,3393
1107,1,3394
1107,13,3395
1107,4,3396
1107,3,3397
1107,12,3398
1108,12,3399
1108,2,3400
1108,4,3401
1108,4,3402
1108,11,3403
1109,3,3404
1109,6,3405
1109,2,3406
1109,12,3407
1110,6,3408
1111,3,3409
1111,3,3410
1111,4,3411
1112,1,3412
1112,6,3413
1112,4,3414
1113,1,3415
1113,3,3416
1114,2,3417
1114,11,3418
1115,1,3419
1115,2,3420
1116,6,3421
1116,12,3422
1116,1,3423
1116,6,3424
1117,13,3425
1117,6,3426
1117,1,3427
1117,2,3428
1118,1,3429
1119,12,3430
1119,1,3431
1120,12,3432
1120,1,3433
1120,2,3434
1120,11,3435
1120,6,3436
1121,1,3437
1121,11,3438
1121,3,3439
1121,12,3440
1121,3,3441
1122,4,3442
1122,2,3443
1122,4,3444
1123,3,3445
1123,4,3446
1123,2,3447
1123,12,3448
1124,6,3449
1124,4,3450
1125,12,3451
1125,3,3452
1126,12,3453
1126,3,3454
1126,6,3455
1126,11,3456
1126,12,3457
1127,12,3458
1127,4,3459
1127,2,3460
1128,12,3461
1128,4,3462
1128,6,3463
1128,6,3464
1128,12,3465
1129,1,3466
1129,2,3467
1130,3,3468
1130,12,3469
1130,2,3470
1131,11,3471
1131,1,3472
1131,2,3473
1132,4,3474
1132,1,3475
1132,13,3476
1133,4,3477
1133,13,3478
1133,11,3479
1134,3,3480
1134,1,3481
1134,13,3482
1135,12,3483
1136,2,3484
1136,12,3485
1136,2,3486
1136,4,3487
1136,13,3488
1137,11,3489
1137,6,3490
1137,12,3491
1137,13,3492
1138,3,3493
1138,4,3494
1139,12,3495
1140,1,3496
1140,4,3497
1141,4,3498
1141,4,3499
1141,3,3500
1142,3,3501
1142,12,3502
1142,12,3503
1143,1,3504
1144,12,3505
1144,3,3506
1145,11,3507
1145,3,3508
1145,12,3509
1145,1,3510
1145,13,3511
1146,3,3512
1147,2,3513
1147,11,3514
1147,6,3515
1147,3,3516
1147,6,3517
1148,4,3518
1149,12,3519
1149,12,3520
1149,11,3521
1149,1,3522
1150,12,3523
1150,1,3524
1150,4,3525
1150,11,3526
1151,3,3527
1151,3,3528
1151,12,3529
1151,4,3530
1151,13,3531
1152,11,3532
1152,6,3533
1153,6,3534
1154,3,3535
1154,6,3536
1154,6,3537
1154,3,3538
1154,12,3539
1155,13,3540
1155,2,3541
1155,1,3542
1156,12,3543
1156,2,3544
1156,3,3545
1157,3,3546
1157,1,3547
1157,6,3548
1158,1,3549
1159,4,3550
1159,4,3551
1159,11,3552
1160,1,3553
1160,11,3554
1160,13,3555
1161,12,3556
1161,1,3557
1161,13,3558
1161,11,3559
1162,2,3560
1163,11,3561
1164,13,3562
1164,11,3563
1165,11,3564
1165,1,3565
1165,3,3566
1165,3,3567
1166,12,3568
1166,11,3569
1166,4,3570
1167,2,3571
1167,3,3572
1167,13,3573
1168,6,3574
1168,11,3575
1168,1,3576
1169,11,3577
1169,3,3578
1169,2,3579
1170,12,3580
1170,4,3581
1171,4,3582
1172,2,3583
1172,6,3584
1172,13,3585
1172,13,3586
1173,13,3587
1173,4,3588
1173,6,3589
1173,4,3590
1173,11,3591
1174,4,3592
1174,6,3593
1175,13,3594
1175,13,3595
1175,3,3596
1175,11,3597
1175,13,3598
1176,1,3599
1176,4,3600
1176,6,3601
1176,2,3602
1177,2,3603
1177,6,3604
1177,1,3605
1177,6,3606
1178,12,3607
1179,12,3608
1179,4,3609
1179,3,3610
1179,3,3611
1179,4,3612
1180,3,3613
1180,1,3614
1181,3,3615
1181,6,3616
1181,1,3617
1181,11,3618
1182,3,3619
1182,1,3620
1182,2,3621
1183,1,3622
1183,1,3623
1183,2,3624
1183,11,3625
1183,1,3626
1184,2,3627
1185,4,3628
1185,2,3629
1185,11,3630
1185,3,3631
1186,11,3632
1186,11,3633
1186,6,3634
1187,6,3635
1188,12,3636
1188,11,3637
1188,3,3638
1189,6,3639
1189,1,3640
1189,3,3641
1189,12,3642
1190,4,3643
1190,2,3644
1190,6,3645
1190,6,3646
1191,1,3647
1191,6,3648
1191,12,3649
1191,6,3650
1191,13,3651
1192,13,3652
1192,12,3653
1192,3,3654
1192,6,3655
1192,12,3656
1193,3,3657
1194,12,3658
1194,6,3659
1195,2,3660
1195,12,3661
1195,2,3662
1196,1,3663
1196,13,3664
1196,13,3665
1196,12,3666
1196,4,3667
1197,13,3668
1197,13,3669
1197,3,3670
1198,11,3671
1198,12,3672
1198,13,3673
1198,13,3674
1199,6,3675
1200,12,3676
1200,1,3677
1200,4,3678
1201,1,3679
1201,13,3680
1201,12,3681
1201,1,3682
1202,3,3683
1203,11,3684
1203,12,3685
1203,4,3686
1203,12,3687
1203,11,3688
1204,3,3689
1204,11,3690
1204,2,3691
1205,4,3692
1205,1,3693
1206,3,3694
1206,6,3695
1206,12,3696
1206,1,3697
1207,3,3698
1207,2,3699
1207,2,3700
1207,11,3701
1207,6,3702
1208,12,3703
1208,6,3704
1208,1,3705
1209,1,3706
1210,3,3707
1210,13,3708
1210,2,3709
1210,12,3710
1210,3,3711
1211,2,3712
1211,2,3713
1211,4,3714
1212,3,3715
1212,13,3716
1212,4,3717
1213,1,3718
1213,13,3719
1213,2,3720
1214,13,3721
1214,1,3722
1214,4,3723
1214,2,3724
1215,12,3725
1215,13,3726
1215,4,3727
1216,4,3728
1216,1,3729
1217,6,3730
1217,1,3731
1217,6,3732
1217,11,3733
1217,3,3734
1218,6,3735
1218,4,3736
1218,2,3737
1219,13,3738
1220,2,3739
1220,1,3740
1221,12,3741
1222,3,3742
1223,1,3743
1223,6,3744
1223,4,3745
1224,6,3746
1224,2,3747
1224,1,3748
1224,1,3749
1225,1,3750
1225,4,3751
1226,4,3752
1227,1,3753
1227,6,3754
1228,6,3755
1228,11,3756
1228,4,3757
1228,13,3758
1228,3,3759
1229,4,3760
1229,6,3761
1229,11,3762
1230,1,3763
1230,2,3764
1230,4,3765
1230,13,3766
1231,2,3767
1231,12,3768
1231,6,3769
1231,2,3770
1232,13,3771
1232,13,3772
1232,1,3773
1233,3,3774
1233,11,3775
1233,2,3776
1233,4,3777
1233,2,3778
1234,4,3779
1234,12,3780
1235,2,3781
1236,2,3782
1236,3,3783
1237,12,3784
1237,2,3785
1238,13,3786
1239,2,3787
1239,4,3788
1240,13,3789
1241,3,3790
1241,13,3791
1241,1,3792
1241,6,3793
1242,11,3794
1242,3,3795
1242,12,3796
1243,6,3797
1243,13,3798
1244,2,3799
1245,4,3800
1245,12,3801
1245,1,3802
1245,11,3803
1246,11,3804
1247,6,3805
1248,2,3806
1248,2,3807
1249,12,3808
1249,3,3809
1249,4,3810
1249,3,3811
1249,6,3812
1250,13,3813
1250,1,3814
1250,12,3815
1251,12,3816
1251,1,3817
1252,6,3818
1253,3,3819
1253,1,3820
1253,2,3821
1253,6,3822
1253,3,3823
1254,1,3824
1254,2,3825
1254,6,3826
1254,1,3827
1255,1,3828
1255,6,3829
1256,3,3830
1256,4,3831
1256,13,3832
1256,4,3833
1257,12,3834
1257,6,3835
1257,4,3836
1257,2,3837
1257,2,3838
1258,3,3839
1258,6,3840
1258,4,3841
1258,13,3842
1258,1,3843
1259,6,3844
1259,12,3845
1259,3,3846
1260,1,3847
1260,4,3848
1261,2,3849
1261,3,3850
1261,2,3851
1262,12,3852
1263,4,3853
1263,1,3854
1264,4,3855
1264,2,3856
1264,11,3857
1265,1,3858
1265,3,3859
1265,12,3860
1266,3,3861
1266,12,3862
1266,12,3863
1267,4,3864
1267,11,3865
1268,3,3866
1268,6,3867
1268,13,3868
1269,4,3869
1269,11,3870
1269,6,3871
1270,11,3872
1270,12,3873
1271,6,3874
1272,11,3875
1272,1,3876
1273,3,3877
1273,3,3878
1273,1,3879
1273,1,3880
1273,4,3881
1274,13,3882
1274,1,3883
1275,11,3884
1275,6,3885
1275,6,3886
1275,4,3887
1275,12,3888
1276,4,3889
1276,3,3890
1276,13,3891
1276,1,3892
1277,11,3893
1277,1,3894
1277,12,3895
1278,4,3896
1278,13,3897
1278,4,3898
1279,3,3899
1280,2,3900
1280,12,3901
1280,1,3902
1280,11,3903
1280,6,3904
1281,2,3905
1281,1,3906
1281,6,3907
1281,11,3908
1281,3,3909
1282,12,3910
1282,13,3911
1283,3,3912
1283,6,3913
1283,13,3914
1283,12,3915
1283,1,3916
1284,12,3917
1285,3,3918
1285,6,3919
1285,12,3920
1285,1,3921
1285,11,3922
1286,1,3923
1286,4,3924
1286,11,3925
1287,13,3926
1287,2,3927
1288,11,3928
1288,11,3929
1288,3,3930
1288,11,3931
1288,1,3932
1289,3,3933
1289,11,3934
1289,4,3935
1289,1,3936
1290,13,3937
1291,11,3938
1291,4,3939
1291,3,3940
1291,12,3941
1292,6,3942
1292,1,3943
1292,6,3944
1293,6,3945
1294,3,3946
1294,12,3947
1294,2,3948
1294,2,3949
1294,11,3950
1295,6,3951
1295,2,3952
1295,6,3953
1295,3,3954
1296,3,3955
1296,2,3956
1297,11,3957
1297,4,3958
1298,12,3959
1298,1,3960
1298,3,3961
1298,1,3962
1298,6,3963
1299,2,3964
1299,4,3965
1299,13,3966
1299,2,3967
1300,2,3968
1300,13,3969
1300,12,3970
1300,2,3971
1301,4,3972
1301,2,3973
1302,1,3974
1303,13,3975
1303,3,3976
1303,6,3977
1304,12,3978
1304,3,3979
1304,3,3980
1305,2,3981
1306,6,3982
1306,1,3983
1306,2,3984
1306,11,3985
1307,6,3986
1308,1,3987
1308,6,3988
1308,11,3989
1308,6,3990
1308,6,3991
1309,4,3992
1309,4,3993
1309,3,3994
1309,2,3995
1309,12,3996
1310,3,3997
1310,13,3998
1311,12,3999
1312,12,4000
1312,4,4001
1312,4,4002
